DATE,ALBPPRIVSA
1995-05-01,1627.1818742022501
1995-06-01,1777.9331887023898
1995-07-01,1904.39244821905
1995-08-01,1754.72626794684
1995-09-01,1404.21114043785
1995-10-01,1678.60366004816
1995-11-01,1532.3859820794298
1995-12-01,2294.11473863078
1996-01-01,1386.23223714751
1996-02-01,1515.90985066789
1996-03-01,1509.94053126995
1996-04-01,1437.7406834871697
1996-05-01,2056.0602892918696
1996-06-01,1528.29917764249
1996-07-01,1479.87097532807
1996-08-01,1543.3410649374698
1996-09-01,1742.4940763762602
1996-10-01,1956.86412836225
1996-11-01,1808.42576681018
1996-12-01,2802.5910665656397
1997-01-01,1339.1525728439801
1997-02-01,1946.11747111707
1997-03-01,1628.7314658138
1997-04-01,1700.44453797888
1997-05-01,1389.68088710796
1997-06-01,1340.37160626121
1997-07-01,1607.65895249875
1997-08-01,1354.8051266870698
1997-09-01,1477.8613948161099
1997-10-01,1497.2991431471398
1997-11-01,1803.9949700513603
1997-12-01,1316.1621467636699
1998-01-01,1168.6025829262899
1998-02-01,1797.2825318525602
1998-03-01,1614.46687722314
1998-04-01,1577.49224340796
1998-05-01,1618.2480920264802
1998-06-01,1575.5206838710299
1998-07-01,1510.8908584755302
1998-08-01,2203.96769083952
1998-09-01,1737.20810579099
1998-10-01,1858.6941588013299
1998-11-01,1700.01649976639
1998-12-01,1677.7291642962
1999-01-01,1550.184287635
1999-02-01,1468.7805214417901
1999-03-01,1936.5450646441398
1999-04-01,1526.2450219361401
1999-05-01,1504.9654708935598
1999-06-01,1709.4793765008098
1999-07-01,1456.84096637788
1999-08-01,1516.02725170337
1999-09-01,2121.97775662241
1999-10-01,1713.76944031832
1999-11-01,1572.64093497065
1999-12-01,1448.16635927361
2000-01-01,1495.81993789882
2000-02-01,1523.06158051563
2000-03-01,1575.74251483724
2000-04-01,1552.7757636468
2000-05-01,1946.40017627053
2000-06-01,1464.0308472901502
2000-07-01,1182.72198072166
2000-08-01,1522.22503584962
2000-09-01,1579.75962861039
2000-10-01,1525.04613552692
2000-11-01,2387.66125901347
2000-12-01,1444.90375493633
2001-01-01,1766.4673808478897
2001-02-01,1578.59066994254
2001-03-01,1505.63546741906
2001-04-01,1422.5059960709698
2001-05-01,1581.06731781194
2001-06-01,1450.4069637047
2001-07-01,1549.38427260683
2001-08-01,1807.72224902869
2001-09-01,1478.9656319835099
2001-10-01,1583.4610678478198
2001-11-01,1766.70812554256
2001-12-01,1452.29712616891
2002-01-01,1860.0164283525896
2002-02-01,1828.1543578038
2002-03-01,1749.19676642689
2002-04-01,1962.3418042517899
2002-05-01,2251.3574451538198
2002-06-01,1761.3752367615198
2002-07-01,2024.9159195343802
2002-08-01,1808.7547971376503
2002-09-01,1706.19780348707
2002-10-01,1694.93732081363
2002-11-01,1640.08336858954
2002-12-01,1888.1175715323002
2003-01-01,1717.1693193552899
2003-02-01,2001.2466965480999
2003-03-01,1801.7765955676
2003-04-01,1985.38795039825
2003-05-01,1715.56170427363
2003-06-01,2156.7036808824
2003-07-01,2060.31140742754
2003-08-01,2095.6084637217605
2003-09-01,2629.7768401942003
2003-10-01,2151.44137980337
2003-11-01,2023.0343428963502
2003-12-01,2193.1323124424803
2004-01-01,2362.65967620417
2004-02-01,2295.2406599997103
2004-03-01,3019.79760534549
2004-04-01,2425.66447120827
2004-05-01,2386.27486735597
2004-06-01,2610.76879437209
2004-07-01,2409.71124844164
2004-08-01,2068.74728934839
2004-09-01,2524.74117682355
2004-10-01,1854.7072262717802
2004-11-01,2102.42931264163
2004-12-01,2964.4645410798303
2005-01-01,2973.96811594505
2005-02-01,2461.58657126683
2005-03-01,2481.90107337279
2005-04-01,2106.53840149099
2005-05-01,3533.1552860443603
2005-06-01,2036.4352744645398
2005-07-01,2527.10482860505
2005-08-01,2282.87614752318
2005-09-01,2302.09609542557
2005-10-01,2601.6518659263397
2005-11-01,3080.72104556671
2005-12-01,2314.06002343861
2006-01-01,2468.46043809492
2006-02-01,2296.79929242328
2006-03-01,2552.2555657716002
2006-04-01,2274.8141943680303
2006-05-01,2565.9857055317702
2006-06-01,2977.25793668894
2006-07-01,2485.39268787084
2006-08-01,3135.63301273491
2006-09-01,2409.6673346237303
2006-10-01,2531.55481022411
2006-11-01,1727.6576557319
2006-12-01,2690.3557555664497
2007-01-01,2186.7635225059103
2007-02-01,2302.30436599019
2007-03-01,1845.57610109816
2007-04-01,2063.0882445120396
2007-05-01,2177.42626715172
2007-06-01,1816.79200210617
2007-07-01,1828.14183582418
2007-08-01,2233.49358673269
2007-09-01,1912.48415546368
2007-10-01,1587.3343784403698
2007-11-01,2201.7179964429997
2007-12-01,1549.02961472259
2008-01-01,1536.3601692019502
2008-02-01,1715.6332324945402
2008-03-01,1303.54110144235
2008-04-01,1620.69827454596
2008-05-01,1279.24359446119
2008-06-01,1272.81115840818
2008-07-01,1112.6647386721902
2008-08-01,924.691795252578
2008-09-01,1042.3760951699
2008-10-01,1349.37988085888
2008-11-01,1095.680528565
2008-12-01,858.09190258782
2009-01-01,869.850992234776
2009-02-01,751.67024338949
2009-03-01,802.082515711021
2009-04-01,1324.2956406528199
2009-05-01,803.840982759281
2009-06-01,1199.16794827536
2009-07-01,1308.13955271161
2009-08-01,1146.51559608354
2009-09-01,969.5467654889301
2009-10-01,738.3432146371119
2009-11-01,992.7412969497909
2009-12-01,1107.6750569919802
2010-01-01,892.967691193356
2010-02-01,1021.9068906082902
2010-03-01,1210.94285853009
2010-04-01,1078.38907594521
2010-05-01,992.87178431017
2010-06-01,689.5543038594141
2010-07-01,688.4729997091589
2010-08-01,591.702083402176
2010-09-01,824.39988846905
2010-10-01,815.378862630816
2010-11-01,668.275597415875
2010-12-01,932.0029573218969
2011-01-01,1018.1336223002802
2011-02-01,891.2586871661721
2011-03-01,902.7032304474319
2011-04-01,642.338222392178
2011-05-01,712.26758974164
2011-06-01,831.0122908222189
2011-07-01,808.4481179296499
2011-08-01,821.4895378738271
2011-09-01,899.203052138345
2011-10-01,960.3596195932711
2011-11-01,950.023165875627
2011-12-01,903.722193613716
2012-01-01,895.561159720072
2012-02-01,795.348715187131
2012-03-01,1014.0278496845
2012-04-01,726.7980745185091
2012-05-01,1099.2496426218
2012-06-01,935.053011655911
2012-07-01,1161.0044979654901
2012-08-01,1143.05637429836
2012-09-01,832.983324042323
2012-10-01,823.1658083621691
2012-11-01,1087.3345809980199
2012-12-01,672.460760063241
2013-01-01,930.979751112758
2013-02-01,825.967088581543
2013-03-01,786.9956345465989
2013-04-01,1032.79056199556
2013-05-01,1133.6029679200901
2013-06-01,791.3660334345731
2013-07-01,922.318071300323
2013-08-01,819.9586194973109
2013-09-01,1005.92377245511
2013-10-01,968.399659760433
2013-11-01,827.5093814911979
2013-12-01,912.366994153876
2014-01-01,847.158159338898
2014-02-01,1451.91999024828
2014-03-01,1174.4968266317999
2014-04-01,905.049829066813
2014-05-01,859.2073528579739
2014-06-01,1133.51171872114
2014-07-01,1072.8622225832
2014-08-01,1082.08188810985
2014-09-01,1008.8291110907401
2014-10-01,1301.23595757346
2014-11-01,816.4511498494251
2014-12-01,1158.06855866557
2015-01-01,1042.181005722
2015-02-01,1428.5144025090601
2015-03-01,876.773518971075
2015-04-01,1085.5256473281402
2015-05-01,1089.723231942
2015-06-01,1133.01218453355
2015-07-01,966.695580240439
2015-08-01,1796.8165255913102
2015-09-01,1000.8636592945301
2015-10-01,1007.5435008867801
2015-11-01,1196.3606499969
2015-12-01,1325.34869972137
2016-01-01,1239.12682463699
2016-02-01,1151.5944601743902
2016-03-01,1175.80623137782
2016-04-01,1367.2362778265401
2016-05-01,1072.96651167517
2016-06-01,1465.0316583935098
2016-07-01,975.1800046766589
2016-08-01,1138.9359897371198
2016-09-01,1304.8415603050998
2016-10-01,1112.38993729058
2016-11-01,1121.79203321951
2016-12-01,1016.15788243628
2017-01-01,1106.54321106977
2017-02-01,1219.39937032285
2017-03-01,1304.0944965523
2017-04-01,965.346442264648
2017-05-01,1247.09109783686
2017-06-01,1194.92894832241
2017-07-01,1098.96561784542
2017-08-01,1111.82003346388
2017-09-01,1407.4278906369
2017-10-01,1172.2826278600098
2017-11-01,1329.69048608341
2017-12-01,1439.60351358793
2018-01-01,1239.3533714512598
2018-02-01,1308.88569475892
2018-03-01,1065.71548423653
2018-04-01,1249.0119179433802
2018-05-01,1524.8085159354998
2018-06-01,1097.82677066208
2018-07-01,1216.61140294936
2018-08-01,1288.49568830524
2018-09-01,1056.57981185843
2018-10-01,1190.40872434361
2018-11-01,1348.3610975976599
2018-12-01,939.553086267608
2019-01-01,1202.33606284199
2019-02-01,1149.26528025753
2019-03-01,1197.34222069383
2019-04-01,1381.70156364545
2019-05-01,1287.3375611856
2019-06-01,1262.01265285962
2019-07-01,1469.0838618190198
2019-08-01,1359.03392045876
2019-09-01,1436.7401577237301
2019-10-01,1495.9207045276
2019-11-01,1463.74708999237
2019-12-01,1519.3260608449698
2020-01-01,1600.2411667961499
2020-02-01,1441.19015709068
2020-03-01,1460.1006332873
2020-04-01,1529.7450806894
2020-05-01,1317.21693265414
2020-06-01,1554.90274534422
2020-07-01,1896.36381258334
2020-08-01,1705.1983745304099
2020-09-01,1697.0834207744
2020-10-01,1744.4304025342701
2020-11-01,1598.4558032650302
2020-12-01,1756.5674247746801
2021-01-01,2016.16766846817
2021-02-01,1951.7669499474
2021-03-01,1862.3388561588397
2021-04-01,1517.03208334295
2021-05-01,1727.04385777301
2021-06-01,1580.9712534775301
2021-07-01,1670.17917803987
2021-08-01,1411.74201053444
2021-09-01,1912.0587208510801
2021-10-01,1613.24617500612
2021-11-01,1714.70221776644
2021-12-01,1651.00237466784
2022-01-01,1632.3977088524
2022-02-01,1762.7269654043803
2022-03-01,2280.26458933107
2022-04-01,1757.7138282988901
2022-05-01,1768.4446697572
2022-06-01,1765.72722956893
2022-07-01,1507.2966821355099
2022-08-01,2304.49831572138
2022-09-01,1753.02085314394
2022-10-01,1565.5033598192401
2022-11-01,1590.80652976793
2022-12-01,1353.72779522566
2023-01-01,1309.0400034122501
2023-02-01,1566.77137721735
