State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Utah,UT,49,2018,8.97,753.29,358.42,186.17
Utah,UT,49,2019,7.48,809.61,385.22,200.09
Utah,UT,49,2020,5.48,853.98,406.33,211.05
Utah,UT,49,2021,18.13,1008.8,480,249.31
Utah,UT,49,2022,19.41,1204.63,573.17,297.71
Vermont,VT,50,1975,,100,33.95,29.16
Vermont,VT,50,1976,4.76,104.76,35.57,30.55
Vermont,VT,50,1977,6.45,111.51,37.86,32.52
Vermont,VT,50,1978,15.79,129.12,43.84,37.66
Vermont,VT,50,1979,3.57,133.73,45.41,39
Vermont,VT,50,1980,11.19,148.7,50.49,43.36
Vermont,VT,50,1981,3.74,154.26,52.38,44.99
Vermont,VT,50,1982,1.75,156.96,53.29,45.77
Vermont,VT,50,1983,4.04,163.3,55.44,47.62
Vermont,VT,50,1984,9.16,178.26,60.53,51.99
Vermont,VT,50,1985,7.21,191.12,64.89,55.74
Vermont,VT,50,1986,8.72,207.79,70.55,60.6
Vermont,VT,50,1987,12.2,233.15,79.16,67.99
Vermont,VT,50,1988,15.64,269.61,91.54,78.62
Vermont,VT,50,1989,8.28,291.94,99.12,85.14
Vermont,VT,50,1990,0.88,294.52,100,85.89
Vermont,VT,50,1991,-1.8,289.21,98.2,84.34
Vermont,VT,50,1992,-0.04,289.08,98.15,84.3
Vermont,VT,50,1993,0.21,289.69,98.36,84.48
Vermont,VT,50,1994,0.24,290.38,98.59,84.68
Vermont,VT,50,1995,0.82,292.76,99.4,85.38
Vermont,VT,50,1996,1,295.69,100.4,86.23
Vermont,VT,50,1997,0.76,297.93,101.16,86.89
Vermont,VT,50,1998,1.91,303.63,103.09,88.55
Vermont,VT,50,1999,4.07,315.99,107.29,92.15
Vermont,VT,50,2000,8.52,342.9,116.43,100
Vermont,VT,50,2001,6.5,365.19,123.99,106.5
Vermont,VT,50,2002,6,387.11,131.44,112.89
Vermont,VT,50,2003,5.28,407.56,138.38,118.86
Vermont,VT,50,2004,12.62,459,155.85,133.86
Vermont,VT,50,2005,13.86,522.64,177.45,152.42
Vermont,VT,50,2006,7.8,563.41,191.3,164.31
Vermont,VT,50,2007,2.15,575.53,195.41,167.84
Vermont,VT,50,2008,-0.13,574.77,195.15,167.62
Vermont,VT,50,2009,-3.09,557.03,189.13,162.45
Vermont,VT,50,2010,-1.8,547.02,185.73,159.53
Vermont,VT,50,2011,-1.05,541.28,183.78,157.85
Vermont,VT,50,2012,-0.62,537.9,182.64,156.87
Vermont,VT,50,2013,-0.28,536.42,182.13,156.44
Vermont,VT,50,2014,0.28,537.92,182.64,156.87
Vermont,VT,50,2015,1.55,546.26,185.47,159.3
Vermont,VT,50,2016,1.14,552.5,187.59,161.12
Vermont,VT,50,2017,2.55,566.59,192.38,165.23
Vermont,VT,50,2018,3.37,585.7,198.86,170.81
Vermont,VT,50,2019,3.59,606.73,206,176.94
Vermont,VT,50,2020,3.6,628.58,213.42,183.31
Vermont,VT,50,2021,11.92,703.51,238.86,205.16
Vermont,VT,50,2022,15.7,813.97,276.37,237.38
Virginia,VA,51,1975,,100,36.54,29.59
Virginia,VA,51,1976,3.51,103.51,37.82,30.63
Virginia,VA,51,1977,8.34,112.14,40.98,33.19
Virginia,VA,51,1978,11.42,124.95,45.66,36.98
Virginia,VA,51,1979,9.58,136.92,50.03,40.52
Virginia,VA,51,1980,11.04,152.04,55.55,44.99
Virginia,VA,51,1981,4.73,159.22,58.18,47.12
Virginia,VA,51,1982,0.68,160.31,58.58,47.44
Virginia,VA,51,1983,9.95,176.25,64.4,52.16
Virginia,VA,51,1984,4.61,184.37,67.37,54.56
Virginia,VA,51,1985,5.23,194.01,70.89,57.41
Virginia,VA,51,1986,4.74,203.21,74.25,60.14
Virginia,VA,51,1987,8.22,219.91,80.36,65.08
Virginia,VA,51,1988,13.96,250.6,91.57,74.16
Virginia,VA,51,1989,8.14,271.01,99.03,80.2
Virginia,VA,51,1990,0.98,273.67,100,80.99
Virginia,VA,51,1991,-0.49,272.34,99.51,80.59
Virginia,VA,51,1992,0.95,274.94,100.46,81.36
Virginia,VA,51,1993,0.25,275.62,100.71,81.56
Virginia,VA,51,1994,0.77,277.74,101.48,82.19
Virginia,VA,51,1995,1.46,281.78,102.96,83.39
Virginia,VA,51,1996,1.8,286.85,104.81,84.89
Virginia,VA,51,1997,2.06,292.77,106.98,86.64
Virginia,VA,51,1998,2.14,299.02,109.26,88.49
Virginia,VA,51,1999,4.43,312.25,114.1,92.4
Virginia,VA,51,2000,8.22,337.92,123.48,100
Virginia,VA,51,2001,8.06,365.15,133.42,108.06
Virginia,VA,51,2002,7.72,393.33,143.72,116.4
Virginia,VA,51,2003,5.67,415.63,151.87,122.99
Virginia,VA,51,2004,13.6,472.15,172.52,139.72
Virginia,VA,51,2005,18.97,561.7,205.25,166.22
Virginia,VA,51,2006,10.37,619.96,226.53,183.46
Virginia,VA,51,2007,1.95,632.04,230.95,187.04
Virginia,VA,51,2008,-4.54,603.36,220.47,178.55
Virginia,VA,51,2009,-6.54,563.87,206.04,166.86
Virginia,VA,51,2010,-4.25,539.89,197.28,159.77
Virginia,VA,51,2011,-2.86,524.46,191.64,155.2
Virginia,VA,51,2012,-1.13,518.55,189.48,153.45
Virginia,VA,51,2013,1.3,525.28,191.94,155.44
Virginia,VA,51,2014,3.06,541.35,197.81,160.2
Virginia,VA,51,2015,2.44,554.54,202.63,164.1
Virginia,VA,51,2016,2.31,567.37,207.32,167.9
Virginia,VA,51,2017,3.19,585.45,213.92,173.25
Virginia,VA,51,2018,3.66,606.88,221.75,179.59
Virginia,VA,51,2019,3.88,630.4,230.35,186.55
Virginia,VA,51,2020,3.34,651.48,238.05,192.79
Virginia,VA,51,2021,9.44,712.97,260.52,210.99
Virginia,VA,51,2022,13.79,811.32,296.45,240.09
Washington,WA,53,1975,,100,30.46,19.75
Washington,WA,53,1976,11.69,111.69,34.02,22.06
Washington,WA,53,1977,16,129.57,39.47,25.59
Washington,WA,53,1978,20.83,156.55,47.69,30.93
Washington,WA,53,1979,15,180.03,54.84,35.56
Washington,WA,53,1980,9.46,197.06,60.03,38.93
Washington,WA,53,1981,3.55,204.06,62.16,40.31
Washington,WA,53,1982,-9.23,185.22,56.42,36.59
Washington,WA,53,1983,11,205.6,62.63,40.61
Washington,WA,53,1984,2.9,211.55,64.44,41.79
Washington,WA,53,1985,2.05,215.9,65.77,42.65
Washington,WA,53,1986,2.21,220.66,67.22,43.59
Washington,WA,53,1987,2.81,226.86,69.1,44.81
Washington,WA,53,1988,5.93,240.3,73.2,47.47
Washington,WA,53,1989,15.11,276.61,84.26,54.64
Washington,WA,53,1990,18.68,328.28,100,64.85
Washington,WA,53,1991,6.49,349.57,106.49,69.05
Washington,WA,53,1992,2.92,359.78,109.6,71.07
Washington,WA,53,1993,3.45,372.19,113.38,73.52
Washington,WA,53,1994,4.06,387.3,117.98,76.51
Washington,WA,53,1995,4.15,403.36,122.87,79.68
Washington,WA,53,1996,2.59,413.8,126.05,81.74
Washington,WA,53,1997,4.28,431.51,131.45,85.24
Washington,WA,53,1998,5.54,455.42,138.73,89.96
Washington,WA,53,1999,4.54,476.11,145.03,94.05
Washington,WA,53,2000,6.33,506.23,154.21,100
Washington,WA,53,2001,5.28,532.95,162.35,105.28
Washington,WA,53,2002,3.73,552.82,168.4,109.2
Washington,WA,53,2003,2.7,567.72,172.94,112.15
Washington,WA,53,2004,8.87,618.08,188.28,122.09
Washington,WA,53,2005,16.29,718.78,218.95,141.99
Washington,WA,53,2006,15.25,828.38,252.34,163.64
Washington,WA,53,2007,6.67,883.61,269.17,174.55
Washington,WA,53,2008,-1.81,867.6,264.29,171.38
Washington,WA,53,2009,-9.49,785.3,239.22,155.13
Washington,WA,53,2010,-7.72,724.71,220.76,143.16
Washington,WA,53,2011,-6.47,677.84,206.48,133.9
Washington,WA,53,2012,-2.42,661.43,201.49,130.66
Washington,WA,53,2013,4.8,693.22,211.17,136.94
Washington,WA,53,2014,8.05,749.05,228.18,147.97
Washington,WA,53,2015,7.19,802.88,244.57,158.6
Washington,WA,53,2016,10.66,888.46,270.64,175.51
Washington,WA,53,2017,10.07,977.91,297.89,193.18
Washington,WA,53,2018,9.09,1066.84,324.98,210.74
Washington,WA,53,2019,5.72,1127.86,343.57,222.8
Washington,WA,53,2020,5.08,1185.11,361.01,234.11
Washington,WA,53,2021,14.13,1352.52,412.01,267.18
Washington,WA,53,2022,16.55,1576.36,480.19,311.39
West Virginia,WV,54,1975,,100,61.38,43.53
West Virginia,WV,54,1976,0.88,100.88,61.92,43.91
West Virginia,WV,54,1977,26.88,128,78.56,55.71
West Virginia,WV,54,1978,2.33,130.98,80.39,57.01
West Virginia,WV,54,1979,6.98,140.11,86,60.99
West Virginia,WV,54,1980,13.44,158.95,97.56,69.19
West Virginia,WV,54,1981,-1.46,156.63,96.14,68.18
West Virginia,WV,54,1982,-19.77,125.66,77.13,54.7
West Virginia,WV,54,1983,19.43,150.08,92.12,65.33
West Virginia,WV,54,1984,-0.81,148.87,91.38,64.8
West Virginia,WV,54,1985,-1.71,146.33,89.81,63.69
West Virginia,WV,54,1986,3.73,151.79,93.16,66.07
West Virginia,WV,54,1987,0.79,152.98,93.9,66.59
West Virginia,WV,54,1988,1.01,154.53,94.85,67.26
West Virginia,WV,54,1989,3.19,159.46,97.88,69.41
West Virginia,WV,54,1990,2.17,162.92,100,70.92
West Virginia,WV,54,1991,3.58,168.76,103.58,73.46
West Virginia,WV,54,1992,3.07,173.93,106.76,75.71
West Virginia,WV,54,1993,4.36,181.52,111.41,79.01
West Virginia,WV,54,1994,5.13,190.83,117.13,83.07
West Virginia,WV,54,1995,4.32,199.08,122.19,86.66
West Virginia,WV,54,1996,3.44,205.93,126.4,89.64
West Virginia,WV,54,1997,3.26,212.65,130.52,92.56
West Virginia,WV,54,1998,3.41,219.9,134.97,95.72
West Virginia,WV,54,1999,1.92,224.13,137.57,97.56
West Virginia,WV,54,2000,2.5,229.74,141.01,100
West Virginia,WV,54,2001,3.82,238.51,146.4,103.82
West Virginia,WV,54,2002,2.33,244.08,149.81,106.24
West Virginia,WV,54,2003,2.07,249.13,152.91,108.44
West Virginia,WV,54,2004,5.38,262.53,161.14,114.27
West Virginia,WV,54,2005,9.24,286.77,176.02,124.83
West Virginia,WV,54,2006,5.19,301.66,185.15,131.31
West Virginia,WV,54,2007,1.85,307.23,188.58,133.73
West Virginia,WV,54,2008,-0.56,305.51,187.52,132.98
West Virginia,WV,54,2009,-3.03,296.25,181.83,128.95
West Virginia,WV,54,2010,-1.81,290.88,178.54,126.62
West Virginia,WV,54,2011,-1.55,286.38,175.77,124.65
West Virginia,WV,54,2012,-0.67,284.45,174.59,123.81
West Virginia,WV,54,2013,1.38,288.36,177,125.52
West Virginia,WV,54,2014,2.61,295.9,181.62,128.8
West Virginia,WV,54,2015,1.71,300.97,184.73,131.01
West Virginia,WV,54,2016,1.99,306.95,188.4,133.61
West Virginia,WV,54,2017,1.03,310.13,190.35,134.99
West Virginia,WV,54,2018,2.44,317.71,195.01,138.29
West Virginia,WV,54,2019,2.18,324.63,199.26,141.31
West Virginia,WV,54,2020,2.35,332.28,203.95,144.63
West Virginia,WV,54,2021,7.82,358.28,219.91,155.95
West Virginia,WV,54,2022,10.3,395.17,242.55,172.01
Wisconsin,WI,55,1975,,100,47.3,29.19
Wisconsin,WI,55,1976,3.51,103.51,48.96,30.21
Wisconsin,WI,55,1977,15.02,119.06,56.31,34.75
Wisconsin,WI,55,1978,15.91,138,65.27,40.28
Wisconsin,WI,55,1979,11.22,153.49,72.6,44.8
Wisconsin,WI,55,1980,4.2,159.94,75.65,46.68
Wisconsin,WI,55,1981,-2.19,156.44,73.99,45.66
Wisconsin,WI,55,1982,-2.01,153.29,72.5,44.74
Wisconsin,WI,55,1983,8.92,166.96,78.96,48.73
Wisconsin,WI,55,1984,0.93,168.51,79.7,49.18
Wisconsin,WI,55,1985,2.26,172.32,81.5,50.29
Wisconsin,WI,55,1986,2.36,176.4,83.43,51.48
Wisconsin,WI,55,1987,1.62,179.25,84.78,52.32
Wisconsin,WI,55,1988,6.15,190.26,89.99,55.53
Wisconsin,WI,55,1989,5.95,201.59,95.34,58.84
Wisconsin,WI,55,1990,4.88,211.43,100,61.71
Wisconsin,WI,55,1991,4.28,220.49,104.28,64.35
Wisconsin,WI,55,1992,3.96,229.22,108.42,66.9
Wisconsin,WI,55,1993,4.53,239.6,113.32,69.93
Wisconsin,WI,55,1994,6.87,256.06,121.11,74.74
Wisconsin,WI,55,1995,7.85,276.17,130.62,80.6
Wisconsin,WI,55,1996,3.65,286.24,135.38,83.54
Wisconsin,WI,55,1997,4.57,299.33,141.57,87.36
Wisconsin,WI,55,1998,2.9,308.02,145.69,89.9
Wisconsin,WI,55,1999,4.54,321.99,152.29,93.98
Wisconsin,WI,55,2000,6.41,342.63,162.05,100
Wisconsin,WI,55,2001,5.17,360.34,170.43,105.17
Wisconsin,WI,55,2002,3.88,374.33,177.05,109.25
Wisconsin,WI,55,2003,3.29,386.63,182.86,112.84
Wisconsin,WI,55,2004,7.42,415.34,196.44,121.22
Wisconsin,WI,55,2005,8.19,449.34,212.52,131.15
Wisconsin,WI,55,2006,3.49,465.04,219.95,135.73
Wisconsin,WI,55,2007,1.1,470.15,222.37,137.22
Wisconsin,WI,55,2008,-1.24,464.34,219.62,135.52
Wisconsin,WI,55,2009,-3.79,446.74,211.3,130.39
Wisconsin,WI,55,2010,-4.14,428.24,202.55,124.99
Wisconsin,WI,55,2011,-3.23,414.43,196.01,120.96
Wisconsin,WI,55,2012,-1.71,407.36,192.67,118.89
Wisconsin,WI,55,2013,-0.19,406.59,192.31,118.67
Wisconsin,WI,55,2014,1.69,413.48,195.56,120.68
Wisconsin,WI,55,2015,2.8,425.05,201.04,124.06
Wisconsin,WI,55,2016,4.02,442.14,209.12,129.05
Wisconsin,WI,55,2017,5.08,464.61,219.74,135.6
Wisconsin,WI,55,2018,5.51,490.21,231.85,143.07
Wisconsin,WI,55,2019,4.75,513.52,242.88,149.88
Wisconsin,WI,55,2020,2.58,526.75,249.13,153.74
Wisconsin,WI,55,2021,9.76,578.15,273.45,168.74
Wisconsin,WI,55,2022,14.31,660.9,312.58,192.89
Wyoming,WY,56,1975,,100,55.81,33.19
Wyoming,WY,56,1976,16.28,116.28,64.9,38.59
Wyoming,WY,56,1977,14.72,133.4,74.45,44.27
Wyoming,WY,56,1978,15,153.41,85.62,50.92
Wyoming,WY,56,1979,22.54,187.99,104.92,62.39
Wyoming,WY,56,1980,6.06,199.38,111.28,66.17
Wyoming,WY,56,1981,13.27,225.85,126.05,74.96
Wyoming,WY,56,1982,1.38,228.97,127.79,75.99
Wyoming,WY,56,1983,-7.52,211.74,118.18,70.27
Wyoming,WY,56,1984,-5.97,199.09,111.12,66.07
Wyoming,WY,56,1985,-3.42,192.29,107.32,63.82
Wyoming,WY,56,1986,-0.28,191.76,107.03,63.64
Wyoming,WY,56,1987,-8.59,175.28,97.83,58.17
Wyoming,WY,56,1988,-8.23,160.85,89.77,53.38
Wyoming,WY,56,1989,4.55,168.17,93.86,55.81
Wyoming,WY,56,1990,6.54,179.17,100,59.46
Wyoming,WY,56,1991,5.92,189.77,105.92,62.98
Wyoming,WY,56,1992,5.46,200.14,111.7,66.42
Wyoming,WY,56,1993,7.35,214.86,119.92,71.31
Wyoming,WY,56,1994,8.34,232.77,129.91,77.25
Wyoming,WY,56,1995,9.06,253.86,141.69,84.25
Wyoming,WY,56,1996,3.91,263.78,147.22,87.54
Wyoming,WY,56,1997,3.28,272.43,152.05,90.42
Wyoming,WY,56,1998,3.01,280.64,156.63,93.14
Wyoming,WY,56,1999,2.36,287.26,160.33,95.34
Wyoming,WY,56,2000,4.89,301.31,168.17,100
Wyoming,WY,56,2001,5.67,318.39,177.7,105.67
Wyoming,WY,56,2002,5.52,335.96,187.51,111.5
Wyoming,WY,56,2003,4.95,352.6,196.8,117.02
Wyoming,WY,56,2004,8.7,383.27,213.91,127.2
Wyoming,WY,56,2005,11.51,427.37,238.53,141.84
Wyoming,WY,56,2006,12.19,479.47,267.61,159.13
Wyoming,WY,56,2007,9.2,523.58,292.22,173.77
Wyoming,WY,56,2008,2.05,534.32,298.22,177.33
Wyoming,WY,56,2009,-2.39,521.53,291.08,173.09
Wyoming,WY,56,2010,-3.5,503.25,280.88,167.02
Wyoming,WY,56,2011,-1.59,495.25,276.41,164.37
Wyoming,WY,56,2012,1.08,500.6,279.4,166.14
Wyoming,WY,56,2013,2.23,511.76,285.63,169.85
Wyoming,WY,56,2014,3.44,529.38,295.46,175.69
Wyoming,WY,56,2015,3.06,545.6,304.51,181.08
Wyoming,WY,56,2016,1.88,555.84,310.23,184.48
Wyoming,WY,56,2017,1.63,564.91,315.29,187.49
Wyoming,WY,56,2018,3.46,584.47,326.21,193.98
Wyoming,WY,56,2019,4.39,610.15,340.54,202.5
Wyoming,WY,56,2020,3.91,634,353.85,210.41
Wyoming,WY,56,2021,9.22,692.44,386.47,229.81
Wyoming,WY,56,2022,14.44,792.45,442.28,263
